Application_ID,Borrower_Name,Loan_Type,Loan_Purpose,Property_Type,Application_Date,Approval_Date,Closing_Date,Loan_Amount,Property_Value,LTV_Ratio,Interest_Rate,Tenure_Years,Credit_Score,DTI_Ratio,Processing_Time_Days,Fees,Underwriter,Processor,Status,State,Originator,Channel
APP5418,Borrower 418,FHA,Purchase,Luxury Home,2024-02-16,2024-02-27,2024-03-16,778889,816701,95.37,6.34,30,731,47,14,1583,Underwriter H,Processor H,Approved,NV,Agent Team D,Online
APP5419,Borrower 419,FHA,Refinance,Condo,2024-05-22,2024-05-28,2024-06-28,644700,695400,92.71,5.82,15,711,43,20,2114,Underwriter E,Processor E,Approved,CA,Agent Team B,Retail
APP5420,Borrower 420,Jumbo,Purchase,Townhouse,2024-02-15,2024-03-02,2024-03-27,636904,730257,87.22,8.01,20,764,25,7,2890,Underwriter B,Processor N,Approved,TX,Agent Team D,Wholesale
APP5421,Borrower 421,VA,Purchase,Single Family,2024-01-24,2024-02-08,2024-02-27,295342,340865,86.64,7.22,30,623,48,14,4575,Underwriter J,Processor N,Approved,WA,Agent Team I,Online
APP5422,Borrower 422,Conventional,Purchase,Single Family,2024-03-07,,,297745,450553,66.08,6.48,20,780,48,24,1778,Underwriter I,Processor O,In Review,NY,Agent Team G,Wholesale
APP5423,Borrower 423,Conventional,Refinance,Townhouse,2024-04-18,2024-04-27,2024-05-29,862509,942485,91.51,6.89,20,787,46,10,2880,Underwriter D,Processor E,Approved,NV,Agent Team A,Wholesale
APP5424,Borrower 424,Conventional,Refinance,Townhouse,2024-02-26,2024-03-11,2024-03-30,369526,511756,72.21,5.97,30,660,44,7,1883,Underwriter A,Processor C,Approved,NJ,Agent Team G,Retail
APP5425,Borrower 425,Conventional,Purchase,Townhouse,2024-03-26,,,565534,671249,84.25,8.09,20,637,43,8,4298,Underwriter F,Processor O,Declined,AZ,Agent Team L,Online
APP5426,Borrower 426,VA,Purchase,Single Family,2024-05-20,,,243526,324527,75.04,5.97,30,789,29,20,1705,Underwriter E,Processor M,Declined,NJ,Agent Team J,Retail
APP5427,Borrower 427,FHA,Purchase,Condo,2024-05-05,2024-05-20,2024-06-15,377189,533668,70.68,7.41,15,653,45,12,1771,Underwriter C,Processor H,Approved,CO,Agent Team C,Online
APP5428,Borrower 428,Conventional,Purchase,Luxury Home,2024-02-28,2024-03-10,2024-03-31,546489,679331,80.45,5.86,30,608,41,15,5051,Underwriter G,Processor M,Approved,FL,Agent Team D,Retail
APP5429,Borrower 429,Jumbo,Purchase,Condo,2024-01-10,2024-01-20,2024-02-25,742656,851614,87.21,7.29,20,748,29,10,4300,Underwriter F,Processor I,Approved,NV,Agent Team D,Retail
APP5430,Borrower 430,Jumbo,Purchase,Townhouse,2024-03-05,2024-03-18,2024-04-17,751891,815763,92.17,7.99,20,687,26,12,5354,Underwriter F,Processor I,Approved,CA,Agent Team L,Retail
APP5431,Borrower 431,FHA,Purchase,Luxury Home,2024-04-05,,,538518,659636,81.64,7.22,20,766,49,21,4989,Underwriter A,Processor O,Declined,CO,Agent Team D,Online
APP5432,Borrower 432,FHA,Purchase,Multi-Family,2024-03-13,,,695932,787953,88.32,6.07,15,651,45,7,4908,Underwriter H,Processor O,In Review,TX,Agent Team K,Online
APP5433,Borrower 433,VA,Refinance,Condo,2024-03-03,2024-03-08,2024-03-31,823647,853821,96.47,6.39,20,791,25,21,2997,Underwriter D,Processor J,Approved,CO,Agent Team C,Online
APP5434,Borrower 434,FHA,Refinance,Multi-Family,2024-01-15,,,497235,577954,86.03,6.24,15,795,42,21,6446,Underwriter G,Processor F,Declined,FL,Agent Team A,Retail
APP5435,Borrower 435,Conventional,Purchase,Luxury Home,2024-02-12,,,708963,757882,93.55,7.55,15,632,38,6,6296,Underwriter F,Processor H,In Review,FL,Agent Team E,Direct
APP5436,Borrower 436,Jumbo,Refinance,Luxury Home,2024-05-11,2024-05-23,2024-06-30,628108,728641,86.2,6.75,15,776,32,23,3740,Underwriter E,Processor H,Approved,WA,Agent Team J,Retail
APP5437,Borrower 437,Jumbo,Purchase,Luxury Home,2024-01-27,2024-02-06,2024-02-25,392188,536091,73.16,7.56,15,746,36,20,6486,Underwriter J,Processor N,Approved,NV,Agent Team C,Wholesale
APP5438,Borrower 438,FHA,Refinance,Luxury Home,2024-02-12,2024-02-26,2024-04-02,350339,502289,69.75,5.99,30,750,26,26,2382,Underwriter I,Processor J,Approved,NY,Agent Team C,Direct
APP5439,Borrower 439,FHA,Refinance,Multi-Family,2024-02-26,2024-03-06,2024-03-25,661181,818607,80.77,7.72,20,682,43,22,6095,Underwriter D,Processor O,Approved,NY,Agent Team J,Online
APP5440,Borrower 440,VA,Refinance,Townhouse,2024-03-12,2024-03-28,2024-04-09,281184,398235,70.61,5.92,20,674,29,16,2924,Underwriter E,Processor F,Approved,AZ,Agent Team I,Retail
APP5441,Borrower 441,FHA,Refinance,Single Family,2024-05-13,,,431696,603576,71.52,7.81,30,668,46,5,6937,Underwriter J,Processor M,In Review,NJ,Agent Team I,Wholesale
APP5442,Borrower 442,FHA,Refinance,Townhouse,2024-02-19,,,792927,941175,84.25,7.19,30,796,26,19,1951,Underwriter H,Processor D,In Review,NJ,Agent Team B,Direct
APP5443,Borrower 443,Jumbo,Purchase,Multi-Family,2024-02-02,2024-02-19,2024-03-21,546981,694107,78.8,7.02,20,613,47,23,1627,Underwriter H,Processor A,Approved,CA,Agent Team L,Retail
APP5444,Borrower 444,VA,Refinance,Condo,2024-02-23,,,272332,325263,83.73,5.89,15,681,34,13,6164,Underwriter F,Processor M,Declined,NY,Agent Team C,Retail
APP5445,Borrower 445,FHA,Purchase,Condo,2024-05-15,,,664265,798357,83.2,8.13,15,665,30,9,2841,Underwriter F,Processor G,In Review,FL,Agent Team G,Direct
APP5446,Borrower 446,FHA,Refinance,Townhouse,2024-03-22,,,802755,978083,82.07,6.11,30,670,27,14,1707,Underwriter I,Processor E,Declined,NV,Agent Team G,Retail
APP5447,Borrower 447,VA,Purchase,Condo,2024-01-02,2024-01-18,2024-02-22,226361,344590,65.69,8.1,30,770,47,11,5814,Underwriter I,Processor N,Approved,FL,Agent Team G,Direct
APP5448,Borrower 448,Conventional,Purchase,Multi-Family,2024-01-20,2024-02-04,2024-02-24,261541,353383,74.01,7.0,30,710,26,25,4349,Underwriter A,Processor N,Approved,FL,Agent Team C,Wholesale
APP5449,Borrower 449,VA,Purchase,Townhouse,2024-05-29,,,887090,1045223,84.87,5.8,30,609,33,5,6155,Underwriter B,Processor K,Declined,CA,Agent Team E,Online
APP5450,Borrower 450,Jumbo,Refinance,Multi-Family,2024-03-10,,,851160,935490,90.99,6.91,15,756,28,5,4142,Underwriter I,Processor B,In Review,NY,Agent Team F,Retail
APP5451,Borrower 451,Jumbo,Purchase,Multi-Family,2024-01-10,2024-01-19,2024-02-14,546210,702054,77.8,5.65,15,621,28,6,3961,Underwriter E,Processor O,Approved,NV,Agent Team H,Direct
APP5452,Borrower 452,Conventional,Purchase,Multi-Family,2024-01-25,,,977675,1067947,91.55,6.23,30,606,41,13,1582,Underwriter E,Processor J,Declined,AZ,Agent Team G,Wholesale
APP5453,Borrower 453,FHA,Refinance,Multi-Family,2024-05-08,2024-05-22,2024-06-06,751160,862292,87.11,6.98,30,759,30,20,6785,Underwriter B,Processor D,Approved,CO,Agent Team A,Retail
APP5454,Borrower 454,Conventional,Purchase,Luxury Home,2024-05-24,,,232289,378795,61.32,6.39,20,762,44,25,5962,Underwriter H,Processor G,In Review,NJ,Agent Team E,Direct
APP5455,Borrower 455,Conventional,Refinance,Single Family,2024-01-15,,,638067,737279,86.54,6.64,20,754,43,21,5638,Underwriter E,Processor F,Declined,NY,Agent Team C,Wholesale
APP5456,Borrower 456,VA,Refinance,Condo,2024-04-30,2024-05-13,2024-06-03,940449,980900,95.88,5.65,15,638,41,25,1650,Underwriter E,Processor O,Approved,WA,Agent Team J,Online
APP5457,Borrower 457,Jumbo,Purchase,Luxury Home,2024-04-20,2024-04-28,2024-05-24,516142,606270,85.13,5.69,20,668,35,20,6397,Underwriter D,Processor B,Approved,WA,Agent Team G,Wholesale
APP5458,Borrower 458,Conventional,Refinance,Multi-Family,2024-02-09,2024-02-24,2024-03-24,439730,522783,84.11,6.94,30,674,40,22,3129,Underwriter A,Processor F,Approved,CO,Agent Team B,Online
APP5459,Borrower 459,Conventional,Refinance,Single Family,2024-02-17,2024-02-28,2024-03-20,831509,997864,83.33,7.98,15,676,48,18,3934,Underwriter B,Processor J,Approved,TX,Agent Team F,Online
APP5460,Borrower 460,Jumbo,Purchase,Luxury Home,2024-04-11,2024-04-16,2024-05-20,684391,824708,82.99,5.93,30,672,30,15,1794,Underwriter B,Processor O,Approved,TX,Agent Team G,Direct
APP5461,Borrower 461,VA,Purchase,Luxury Home,2024-04-22,,,324875,446704,72.73,7.75,30,681,48,25,4317,Underwriter G,Processor K,In Review,NJ,Agent Team G,Wholesale
APP5462,Borrower 462,VA,Refinance,Multi-Family,2024-02-27,,,547674,641284,85.4,7.26,30,767,28,22,2858,Underwriter F,Processor F,In Review,FL,Agent Team E,Wholesale
APP5463,Borrower 463,VA,Purchase,Townhouse,2024-04-01,2024-04-07,2024-04-20,494126,630259,78.4,7.51,30,785,49,17,5851,Underwriter I,Processor D,Approved,FL,Agent Team B,Wholesale
APP5464,Borrower 464,Jumbo,Refinance,Condo,2024-05-14,,,251948,311441,80.9,5.09,20,728,47,7,6569,Underwriter I,Processor F,In Review,NJ,Agent Team A,Direct
APP5465,Borrower 465,VA,Purchase,Multi-Family,2024-04-30,2024-05-05,2024-05-22,443925,487577,91.05,5.51,20,732,41,14,3568,Underwriter I,Processor F,Approved,CA,Agent Team B,Retail
APP5466,Borrower 466,Conventional,Refinance,Condo,2024-04-18,2024-04-26,2024-05-26,494866,537222,92.12,5.03,15,739,48,14,5106,Underwriter H,Processor L,Approved,AZ,Agent Team F,Direct
APP5467,Borrower 467,Jumbo,Purchase,Townhouse,2024-01-21,,,576044,732314,78.66,5.25,20,687,49,17,6930,Underwriter C,Processor F,In Review,NV,Agent Team I,Wholesale
APP5468,Borrower 468,VA,Purchase,Single Family,2024-02-15,,,915791,1037474,88.27,7.02,20,776,34,11,4395,Underwriter D,Processor D,Declined,AZ,Agent Team G,Direct
APP5469,Borrower 469,FHA,Purchase,Single Family,2024-04-06,,,173408,327524,52.95,7.89,20,605,43,17,4094,Underwriter J,Processor I,In Review,NV,Agent Team G,Direct
APP5470,Borrower 470,VA,Refinance,Townhouse,2024-02-08,2024-02-18,2024-03-09,898149,1004389,89.42,6.1,15,794,49,26,4004,Underwriter F,Processor C,Approved,NJ,Agent Team L,Online
APP5471,Borrower 471,Jumbo,Purchase,Single Family,2024-01-29,,,413844,537626,76.98,5.57,15,645,44,19,3147,Underwriter A,Processor J,In Review,NJ,Agent Team A,Retail
APP5472,Borrower 472,Conventional,Refinance,Condo,2024-02-14,2024-02-19,2024-03-24,317527,470891,67.43,7.34,20,617,46,26,5884,Underwriter G,Processor L,Approved,CO,Agent Team D,Direct
APP5473,Borrower 473,FHA,Purchase,Single Family,2024-05-05,2024-05-20,2024-06-10,453602,572639,79.21,5.39,15,714,28,6,3236,Underwriter E,Processor G,Approved,CO,Agent Team F,Direct
APP5474,Borrower 474,FHA,Purchase,Single Family,2024-01-28,2024-02-12,2024-03-08,936086,1035252,90.42,6.25,15,746,46,19,4953,Underwriter J,Processor G,Approved,WA,Agent Team I,Direct
APP5475,Borrower 475,VA,Refinance,Single Family,2024-03-12,2024-03-27,2024-04-16,165534,280814,58.95,6.37,15,618,27,14,6597,Underwriter F,Processor D,Approved,AZ,Agent Team F,Wholesale
APP5476,Borrower 476,FHA,Refinance,Luxury Home,2024-04-07,2024-04-14,2024-05-08,861413,1024405,84.09,7.02,20,775,39,17,4107,Underwriter A,Processor M,Approved,NY,Agent Team B,Retail
APP5477,Borrower 477,FHA,Refinance,Luxury Home,2024-03-04,2024-03-21,2024-04-08,234607,384246,61.06,7.21,30,670,37,9,5900,Underwriter I,Processor E,Approved,WA,Agent Team J,Retail
APP5478,Borrower 478,FHA,Refinance,Single Family,2024-01-07,2024-01-21,2024-02-18,261718,382650,68.4,7.48,30,661,41,15,1750,Underwriter E,Processor O,Approved,CA,Agent Team J,Retail
APP5479,Borrower 479,Conventional,Purchase,Multi-Family,2024-05-10,,,714430,780898,91.49,5.71,30,625,40,26,2596,Underwriter F,Processor C,Declined,IL,Agent Team G,Wholesale
APP5480,Borrower 480,Conventional,Purchase,Single Family,2024-04-29,2024-05-11,2024-05-23,576488,714605,80.67,7.7,15,707,43,26,5316,Underwriter F,Processor B,Approved,AZ,Agent Team F,Direct
APP5481,Borrower 481,Jumbo,Refinance,Townhouse,2024-03-23,2024-03-30,2024-04-12,268696,429526,62.56,6.49,30,780,38,12,3982,Underwriter J,Processor K,Approved,AZ,Agent Team H,Wholesale
APP5482,Borrower 482,Jumbo,Refinance,Condo,2024-05-07,2024-05-13,2024-06-01,807941,889658,90.81,6.25,15,784,32,8,4906,Underwriter A,Processor G,Approved,CA,Agent Team A,Direct
APP5483,Borrower 483,Jumbo,Refinance,Townhouse,2024-04-25,2024-05-08,2024-06-05,711836,748312,95.13,7.57,20,678,44,14,5304,Underwriter I,Processor K,Approved,CO,Agent Team B,Direct
APP5484,Borrower 484,Conventional,Refinance,Luxury Home,2024-03-07,2024-03-14,2024-03-28,917669,992764,92.44,5.22,20,661,28,24,4390,Underwriter E,Processor F,Approved,CA,Agent Team E,Retail
APP5485,Borrower 485,Jumbo,Refinance,Townhouse,2024-05-01,2024-05-16,2024-06-23,477069,575911,82.84,7.66,30,648,33,6,5075,Underwriter B,Processor D,Approved,NY,Agent Team B,Online
APP5486,Borrower 486,FHA,Purchase,Single Family,2024-02-17,2024-03-01,2024-03-16,826999,1004704,82.31,6.75,30,711,37,11,3003,Underwriter D,Processor E,Approved,CA,Agent Team I,Retail
APP5487,Borrower 487,Jumbo,Purchase,Luxury Home,2024-02-27,2024-03-06,2024-04-03,213972,363990,58.79,6.99,15,628,31,13,4442,Underwriter E,Processor K,Approved,NY,Agent Team J,Direct
APP5488,Borrower 488,VA,Purchase,Townhouse,2024-05-13,2024-05-30,2024-07-06,258944,306318,84.53,6.91,30,663,28,14,5056,Underwriter J,Processor N,Approved,CA,Agent Team K,Online
APP5489,Borrower 489,Conventional,Purchase,Townhouse,2024-03-02,,,234811,382839,61.33,7.28,30,615,32,12,6678,Underwriter I,Processor A,In Review,CO,Agent Team D,Online
APP5490,Borrower 490,Conventional,Refinance,Condo,2024-02-26,2024-03-09,2024-04-02,445866,486491,91.65,6.36,20,737,36,15,4778,Underwriter B,Processor H,Approved,FL,Agent Team C,Wholesale
APP5491,Borrower 491,VA,Refinance,Townhouse,2024-03-20,2024-03-25,2024-05-01,627697,707219,88.76,7.63,30,745,41,10,4052,Underwriter C,Processor D,Approved,IL,Agent Team L,Wholesale
APP5492,Borrower 492,Jumbo,Purchase,Townhouse,2024-03-01,2024-03-06,2024-03-30,187019,282152,66.28,5.7,30,699,31,26,4546,Underwriter A,Processor H,Approved,CA,Agent Team A,Wholesale
APP5493,Borrower 493,VA,Purchase,Townhouse,2024-05-11,2024-05-22,2024-06-25,524743,580682,90.37,7.48,30,683,36,5,5987,Underwriter I,Processor O,Approved,NV,Agent Team J,Online
APP5494,Borrower 494,Jumbo,Purchase,Multi-Family,2024-01-01,2024-01-10,2024-02-12,301956,439992,68.63,7.02,20,645,42,20,4449,Underwriter H,Processor D,Approved,NJ,Agent Team F,Wholesale
APP5495,Borrower 495,Jumbo,Refinance,Townhouse,2024-02-25,2024-03-11,2024-04-15,559319,687365,81.37,7.88,30,703,37,10,3878,Underwriter C,Processor H,Approved,NY,Agent Team F,Direct
APP5496,Borrower 496,VA,Refinance,Single Family,2024-05-04,2024-05-14,2024-06-10,636675,742078,85.8,6.05,30,630,34,7,5960,Underwriter B,Processor G,Approved,AZ,Agent Team L,Online
APP5497,Borrower 497,FHA,Refinance,Condo,2024-03-31,,,327826,386128,84.9,5.97,30,612,41,7,6607,Underwriter I,Processor O,In Review,AZ,Agent Team F,Online
APP5498,Borrower 498,Jumbo,Refinance,Townhouse,2024-05-28,2024-06-04,2024-07-07,229818,374407,61.38,6.0,15,647,45,7,1665,Underwriter G,Processor N,Approved,CO,Agent Team G,Wholesale
APP5499,Borrower 499,Conventional,Purchase,Multi-Family,2024-04-23,2024-04-28,2024-05-13,663951,759157,87.46,7.68,15,785,27,7,6827,Underwriter H,Processor B,Approved,FL,Agent Team I,Direct
APP5500,Borrower 500,Jumbo,Refinance,Multi-Family,2024-03-25,2024-04-11,2024-05-02,750600,855924,87.69,7.04,20,618,35,6,2072,Underwriter F,Processor L,Approved,CA,Agent Team I,Retail
APP5501,Borrower 501,Jumbo,Purchase,Condo,2024-01-20,2024-01-27,2024-03-01,942173,1083758,86.94,6.09,30,796,29,23,4327,Underwriter B,Processor D,Approved,IL,Agent Team F,Retail
APP5502,Borrower 502,FHA,Purchase,Multi-Family,2024-02-19,2024-02-27,2024-03-31,202691,312459,64.87,6.61,30,631,35,22,4726,Underwriter F,Processor A,Approved,CO,Agent Team G,Direct
APP5503,Borrower 503,VA,Purchase,Single Family,2024-02-24,,,648357,741542,87.43,5.35,20,674,45,16,5216,Underwriter I,Processor K,Declined,TX,Agent Team G,Online
APP5504,Borrower 504,Conventional,Refinance,Single Family,2024-03-27,,,641006,690294,92.86,7.08,30,749,43,5,3178,Underwriter H,Processor G,In Review,NJ,Agent Team J,Retail
APP5505,Borrower 505,Jumbo,Refinance,Single Family,2024-04-13,2024-04-29,2024-06-01,553157,644326,85.85,7.14,15,692,38,18,5005,Underwriter G,Processor K,Approved,NY,Agent Team A,Online
APP5506,Borrower 506,VA,Purchase,Townhouse,2024-05-27,2024-06-02,2024-06-29,424336,528438,80.3,5.55,30,611,32,26,6127,Underwriter F,Processor A,Approved,NV,Agent Team G,Online
APP5507,Borrower 507,Jumbo,Purchase,Single Family,2024-05-10,2024-05-26,2024-06-30,862793,1029078,83.84,7.82,30,665,29,21,4289,Underwriter F,Processor I,Approved,WA,Agent Team L,Wholesale
APP5508,Borrower 508,VA,Purchase,Single Family,2024-03-06,2024-03-14,2024-04-16,935945,1074051,87.14,6.9,15,767,35,26,6648,Underwriter B,Processor K,Approved,CA,Agent Team C,Retail
APP5509,Borrower 509,VA,Purchase,Multi-Family,2024-02-09,,,501193,667286,75.11,7.93,30,683,44,27,6763,Underwriter B,Processor O,In Review,TX,Agent Team E,Online
APP5510,Borrower 510,FHA,Purchase,Multi-Family,2024-03-02,2024-03-17,2024-04-04,626111,745243,84.01,8.12,15,783,40,25,4827,Underwriter D,Processor F,Approved,NV,Agent Team A,Online
APP5511,Borrower 511,VA,Purchase,Single Family,2024-03-13,,,869778,1015723,85.63,7.21,15,718,49,12,2730,Underwriter H,Processor B,In Review,CA,Agent Team J,Online
APP5512,Borrower 512,FHA,Refinance,Condo,2024-04-04,,,290148,389489,74.49,5.41,20,723,31,25,6540,Underwriter J,Processor K,In Review,WA,Agent Team C,Direct
APP5513,Borrower 513,Jumbo,Refinance,Luxury Home,2024-01-17,2024-01-31,2024-03-01,662493,775507,85.43,5.67,30,633,44,22,4275,Underwriter J,Processor E,Approved,CA,Agent Team B,Wholesale
APP5514,Borrower 514,Conventional,Purchase,Luxury Home,2024-05-17,2024-05-25,2024-06-20,402388,489512,82.2,7.43,15,639,32,12,5831,Underwriter F,Processor G,Approved,NY,Agent Team A,Retail
APP5515,Borrower 515,VA,Purchase,Townhouse,2024-02-25,,,381318,473117,80.6,5.66,20,791,32,14,5634,Underwriter J,Processor L,Declined,NV,Agent Team L,Retail
APP5516,Borrower 516,FHA,Purchase,Condo,2024-01-28,2024-02-02,2024-02-17,863340,909691,94.9,8.12,15,625,46,8,4794,Underwriter J,Processor K,Approved,NJ,Agent Team F,Retail
APP5517,Borrower 517,VA,Refinance,Townhouse,2024-03-22,,,647599,690052,93.85,7.77,20,726,48,27,5213,Underwriter B,Processor C,In Review,CA,Agent Team J,Retail
APP5518,Borrower 518,FHA,Refinance,Condo,2024-01-31,2024-02-11,2024-03-04,905675,1070120,84.63,7.57,30,796,30,14,2947,Underwriter E,Processor B,Approved,NV,Agent Team H,Retail
APP5519,Borrower 519,VA,Refinance,Multi-Family,2024-05-07,2024-05-19,2024-06-02,885035,940601,94.09,6.27,30,782,34,25,1725,Underwriter C,Processor M,Approved,FL,Agent Team G,Wholesale
APP5520,Borrower 520,Jumbo,Refinance,Condo,2024-01-09,2024-01-19,2024-02-12,745032,808487,92.15,6.75,15,767,41,19,3653,Underwriter A,Processor C,Approved,WA,Agent Team B,Online
APP5521,Borrower 521,Conventional,Purchase,Single Family,2024-01-15,2024-01-26,2024-02-13,387068,460924,83.98,7.45,15,639,44,25,6701,Underwriter H,Processor C,Approved,IL,Agent Team B,Direct
APP5522,Borrower 522,FHA,Purchase,Luxury Home,2024-03-17,2024-03-30,2024-04-22,264091,411888,64.12,7.68,15,670,49,7,5643,Underwriter G,Processor E,Approved,WA,Agent Team E,Wholesale
APP5523,Borrower 523,FHA,Purchase,Townhouse,2024-01-18,2024-01-29,2024-02-16,719027,781981,91.95,7.44,15,661,32,17,4424,Underwriter F,Processor D,Approved,TX,Agent Team K,Online
APP5524,Borrower 524,Conventional,Refinance,Townhouse,2024-03-21,2024-03-26,2024-04-11,745333,920305,80.99,6.85,15,689,38,26,4703,Underwriter J,Processor A,Approved,NY,Agent Team D,Wholesale
APP5525,Borrower 525,Jumbo,Purchase,Condo,2024-02-08,2024-02-20,2024-03-27,783676,816938,95.93,6.83,30,652,27,7,6856,Underwriter B,Processor L,Approved,CA,Agent Team I,Online
APP5526,Borrower 526,Jumbo,Refinance,Condo,2024-05-29,2024-06-15,2024-07-02,889574,1058909,84.01,6.19,15,605,38,7,4453,Underwriter C,Processor L,Approved,FL,Agent Team I,Direct
APP5527,Borrower 527,FHA,Purchase,Luxury Home,2024-05-10,2024-05-25,2024-06-17,769696,939786,81.9,7.7,20,668,44,13,3834,Underwriter E,Processor D,Approved,NJ,Agent Team B,Retail
APP5528,Borrower 528,FHA,Refinance,Multi-Family,2024-03-24,2024-04-04,2024-05-07,859132,905048,94.93,7.79,15,713,41,24,4047,Underwriter D,Processor O,Approved,TX,Agent Team C,Direct
APP5529,Borrower 529,FHA,Purchase,Townhouse,2024-03-21,2024-03-31,2024-04-15,457680,557184,82.14,6.12,15,616,48,12,5704,Underwriter G,Processor A,Approved,WA,Agent Team L,Retail
APP5530,Borrower 530,Jumbo,Purchase,Condo,2024-01-23,2024-02-04,2024-02-23,620489,764381,81.18,6.49,15,788,40,27,4573,Underwriter A,Processor B,Approved,NJ,Agent Team I,Retail
APP5531,Borrower 531,FHA,Refinance,Multi-Family,2024-05-24,2024-06-04,2024-06-28,844879,924528,91.38,6.27,20,693,42,17,6790,Underwriter H,Processor M,Approved,NY,Agent Team A,Retail
APP5532,Borrower 532,Conventional,Refinance,Single Family,2024-04-03,2024-04-12,2024-05-09,491558,614653,79.97,5.73,20,742,33,24,4261,Underwriter H,Processor D,Approved,FL,Agent Team J,Wholesale
APP5533,Borrower 533,Conventional,Refinance,Townhouse,2024-04-17,2024-04-26,2024-05-30,586607,738364,79.45,6.76,20,651,33,26,6986,Underwriter I,Processor L,Approved,AZ,Agent Team L,Online
APP5534,Borrower 534,Jumbo,Purchase,Townhouse,2024-01-01,,,618011,683565,90.41,7.41,20,608,39,16,3004,Underwriter J,Processor H,Declined,NV,Agent Team G,Wholesale
APP5535,Borrower 535,FHA,Refinance,Condo,2024-05-15,,,338487,386561,87.56,5.56,15,664,35,12,4613,Underwriter B,Processor I,In Review,NY,Agent Team J,Online
